Timestamp,ForwardX,ForwardY,ForwardZ,EulerAngleX,EulerAngleY,EulerAngleZ
6.0288,0.843801,-0.348061,0.408477,20.368790,64.168750,1.699391
6.0446,0.827718,-0.351706,0.437247,20.591710,62.154500,1.368494
6.0573,0.809281,-0.352217,0.470115,20.622970,59.847480,0.885678
6.0717,0.791432,-0.356436,0.496577,20.881490,57.894120,0.453586
6.0856,0.770414,-0.357528,0.527860,20.948440,55.582440,0.015025
6.0991,0.749475,-0.359479,0.555934,21.068180,53.433270,359.464700
6.1151,0.728474,-0.363748,0.580528,21.330530,51.448300,358.929100
6.1270,0.707139,-0.368562,0.603421,21.626930,49.524960,358.240700
6.1404,0.685373,-0.374744,0.624365,22.008490,47.666940,357.619600
6.1554,0.663981,-0.379388,0.644356,22.295750,45.859390,357.073000
6.1684,0.642710,-0.382114,0.664012,22.464680,44.066060,356.623500
6.1828,0.622492,-0.383666,0.682132,22.560920,42.382600,356.337500
6.1979,0.600303,-0.385622,0.700665,22.682370,40.588690,355.991700
6.2119,0.579971,-0.387775,0.716424,22.816150,38.991400,355.980800
6.2248,0.556537,-0.390859,0.733141,23.007980,37.202650,355.684100
6.2374,0.535863,-0.392975,0.747276,23.139770,35.643860,355.473900
6.2544,0.512669,-0.394910,0.762376,23.260330,33.919310,355.127700
6.2669,0.498116,-0.390230,0.774339,22.968840,32.752330,355.049600
6.2816,0.480265,-0.386922,0.787170,22.763120,31.388020,354.811000
6.2932,0.463241,-0.382522,0.799428,22.489970,30.090830,354.500600
6.3065,0.443967,-0.381721,0.810668,22.440320,28.707590,354.490000
6.3219,0.425314,-0.376829,0.822866,22.137390,27.333070,354.223800
6.3367,0.408194,-0.372760,0.833324,21.885940,26.097370,354.154800
6.3508,0.389599,-0.369925,0.843427,21.710970,24.793320,354.174900
6.3647,0.371112,-0.366230,0.853318,21.483300,23.504470,354.110900
6.3769,0.356256,-0.359289,0.862551,21.056500,22.441890,354.116700
6.3907,0.339974,-0.352163,0.872008,20.619700,21.299560,354.017700
6.4045,0.323077,-0.345797,0.880935,20.230460,20.140170,353.999800
6.4189,0.305957,-0.339671,0.889390,19.856820,18.983640,354.048300
6.4337,0.288588,-0.333102,0.897641,19.457190,17.822400,354.089300
6.4474,0.272038,-0.326160,0.905326,19.035840,16.724800,354.063300
6.4617,0.255650,-0.320042,0.912259,18.665480,15.654920,353.976100
6.4745,0.240220,-0.316147,0.917794,18.430070,14.667330,353.898100
6.4885,0.224268,-0.312959,0.922909,18.237630,13.658230,353.746800
6.5030,0.210518,-0.308995,0.927472,17.998700,12.788340,353.613100
6.5177,0.195648,-0.306593,0.931516,17.854010,11.861520,353.560700
6.5330,0.181801,-0.306308,0.934411,17.836850,11.010050,353.603000
6.5437,0.167066,-0.303752,0.937989,17.683080,10.099080,353.518600
6.5641,0.155362,-0.300742,0.940966,17.502160,9.375470,353.507400
6.5760,0.146401,-0.298101,0.943241,17.343560,8.822488,353.421400
6.5862,0.133809,-0.294645,0.946192,17.136260,8.049273,353.346700
6.6009,0.124807,-0.292355,0.948131,16.998980,7.498986,353.374200
6.6139,0.113858,-0.288637,0.950645,16.776370,6.829723,353.234800
6.6276,0.103769,-0.287418,0.952168,16.703450,6.219629,353.055400
6.6384,0.091442,-0.285669,0.953956,16.598820,5.475418,353.045900
6.6566,0.091224,-0.286738,0.953656,16.662740,5.464102,353.041500
6.6688,0.052910,-0.281663,0.958054,16.359480,3.161062,352.848900
6.6845,0.052279,-0.283619,0.957511,16.476290,3.125174,352.838300
6.6973,0.038645,-0.284516,0.957892,16.529930,2.310261,352.786300
6.7092,0.026484,-0.283434,0.958626,16.465290,1.582492,352.830000
6.7242,0.015564,-0.281472,0.959443,16.348050,0.929385,352.885300
6.7379,0.007063,-0.280279,0.959893,16.276870,0.421576,353.023600
6.7521,-0.000810,-0.278971,0.960299,16.198770,359.951700,353.131800
6.7678,-0.008281,-0.276570,0.960958,16.055600,359.506300,353.144200
6.7825,-0.016269,-0.275926,0.961041,16.017220,359.030200,353.165800
6.7932,-0.025377,-0.275533,0.960957,15.993760,358.487300,353.161300
6.8084,-0.033573,-0.275410,0.960741,15.986430,357.998600,353.193600
6.8234,-0.041116,-0.274905,0.960592,15.956320,357.549100,353.320100
6.8375,-0.048540,-0.273608,0.960616,15.879070,357.107300,353.472900
6.8526,-0.056810,-0.270788,0.960961,15.711190,356.616700,353.614200
6.8664,-0.066299,-0.266667,0.961506,15.466010,356.055500,353.754900
6.8782,-0.076047,-0.261556,0.962188,15.162430,355.481000,353.773900
6.8933,-0.087428,-0.257406,0.962340,14.916190,354.809000,353.820100
6.9068,-0.097796,-0.254619,0.962084,14.750980,354.195800,353.891700
6.9196,-0.110704,-0.253709,0.960925,14.697070,353.428200,353.994400
6.9346,-0.121969,-0.251972,0.960018,14.594210,352.759500,354.005100
6.9482,-0.134074,-0.250632,0.958753,14.514900,352.039300,354.016600
6.9601,-0.149382,-0.249412,0.956807,14.442720,351.126300,353.894600
6.9759,-0.166023,-0.247163,0.954645,14.309710,350.134300,353.682400
6.9894,-0.182384,-0.242551,0.952841,14.037120,349.164100,353.486000
7.0031,-0.197895,-0.237786,0.950945,13.755920,348.244400,353.398000
7.0169,-0.211342,-0.234682,0.948820,13.572900,347.442800,353.359500
7.0321,-0.231602,-0.226434,0.946091,13.087200,346.244600,353.323500
7.0439,-0.246724,-0.222024,0.943310,12.827950,345.342600,353.293500
7.0575,-0.278960,-0.204818,0.938206,11.818830,343.441000,353.490700
7.0718,-0.308618,-0.190394,0.931936,10.975780,341.677300,353.367800
7.0859,-0.332906,-0.180352,0.925552,10.390290,340.217200,353.151200
7.1008,-0.357184,-0.171176,0.918215,9.856213,338.744000,352.853100
7.1141,-0.380679,-0.163572,0.910125,9.414311,337.301800,352.622300
7.1272,-0.403502,-0.155312,0.901701,8.934913,335.892000,352.276200
7.1410,-0.425835,-0.147447,0.892706,8.478991,334.498100,351.946000
7.1547,-0.447134,-0.141745,0.883165,8.148837,333.147600,351.863200
7.1750,-0.468160,-0.136100,0.873100,7.822231,331.799600,351.512000
7.1849,-0.488264,-0.128834,0.863134,7.402208,330.503700,351.198900
7.1999,-0.509554,-0.127564,0.850930,7.328841,329.086000,350.927900
7.2115,-0.528819,-0.121104,0.840050,6.955845,327.809200,350.726000
7.2259,-0.548201,-0.113067,0.828669,6.492165,326.513600,350.589900
7.2405,-0.565783,-0.106430,0.817656,6.109577,325.318400,350.619800
7.2525,-0.583563,-0.099540,0.805944,5.712653,324.092700,350.559500
7.2688,-0.601847,-0.093375,0.793134,5.357804,322.808000,350.501000
7.2819,-0.621016,-0.088430,0.778793,5.073281,321.430800,350.421800
7.2933,-0.641215,-0.085262,0.762610,4.891085,319.942300,350.216800
7.3080,-0.658328,-0.084354,0.747990,4.838871,318.648100,350.014700
7.3209,-0.673107,-0.080874,0.735110,4.638794,317.521000,349.812000
7.3356,-0.685341,-0.075569,0.724291,4.333908,316.582800,349.805200
7.3489,-0.695466,-0.068947,0.715243,3.953492,315.803200,349.910500
7.3646,-0.704949,-0.062954,0.706458,3.609381,315.061200,350.156900
7.3781,-0.715133,-0.059282,0.696470,3.398611,314.242600,350.364600
7.3917,-0.726677,-0.056033,0.684691,3.212159,313.296000,350.423100
7.4065,-0.736491,-0.059483,0.673827,3.410150,312.455900,350.445200
7.4194,-0.745458,-0.058813,0.663953,3.371658,311.690300,350.494900
7.4350,-0.753382,-0.054566,0.655315,3.127927,311.017800,350.571600
7.4474,-0.757385,-0.053425,0.650780,3.062480,310.670700,350.795600
7.4606,-0.767650,-0.048707,0.639016,2.791822,309.775100,351.032900
7.4738,-0.775936,-0.043547,0.629307,2.495829,309.043100,351.145600
7.4883,-0.783302,-0.038358,0.620457,2.198308,308.382900,351.104700
7.5023,-0.790168,-0.035129,0.611883,2.013176,307.753200,351.161100
7.5190,-0.797021,-0.030207,0.603196,1.730993,307.118900,351.289500
7.5328,-0.802509,-0.028511,0.595959,1.633786,306.598300,351.385500
7.5442,-0.807929,-0.028916,0.588570,1.657016,306.073100,351.425100
7.5574,-0.813645,-0.027595,0.580707,1.581304,305.515900,351.467000
7.5717,-0.817865,-0.025755,0.574834,1.475809,305.101300,351.499900
7.5868,-0.821618,-0.022653,0.569589,1.298018,304.731700,351.577500
7.6033,-0.824970,-0.019744,0.564832,1.131299,304.398200,351.649200
7.6159,-0.829378,-0.017802,0.558405,1.020036,303.951700,351.737900
7.6268,-0.831644,-0.017795,0.555024,1.019609,303.718400,351.934900
7.6400,-0.835147,-0.016852,0.549769,0.965585,303.356500,352.115300
7.6547,-0.838035,-0.023028,0.545130,1.319550,303.043400,352.304000
7.6682,-0.841539,-0.021464,0.539770,1.229869,302.676400,352.352700
7.6837,-0.844466,-0.020155,0.535229,1.154858,302.366800,352.504200
7.6965,-0.845516,-0.018344,0.533635,1.051093,302.257400,352.695600
7.7095,-0.847563,-0.017500,0.530407,1.002741,302.038400,352.819700
7.7245,-0.849105,-0.016032,0.527981,0.918634,301.873700,352.853200
7.7391,-0.851219,-0.015508,0.524581,0.888596,301.644300,352.966300
7.7525,-0.853675,-0.014870,0.520594,0.851998,301.376000,353.088200
7.7675,-0.856383,-0.014759,0.516130,0.845683,301.076800,353.231200
7.7807,-0.859264,-0.014600,0.511324,0.836576,300.755700,353.349600
7.7937,-0.861982,-0.013982,0.506746,0.801117,300.450600,353.453200
7.8074,-0.865560,-0.016080,0.500546,0.921381,300.040400,353.381200
7.8213,-0.868342,-0.015106,0.495736,0.865568,299.722000,353.409400
7.8357,-0.871118,-0.014324,0.490865,0.820710,299.400800,353.498500
7.8502,-0.874003,-0.013165,0.485742,0.754305,299.063800,353.593800
7.8641,-0.877012,-0.012492,0.480307,0.715744,298.707900,353.636100
7.8767,-0.879710,-0.012014,0.475359,0.688368,298.385000,353.675800
7.8906,-0.881990,-0.011452,0.471129,0.656149,298.109600,353.723200
7.9038,-0.883241,-0.011606,0.468775,0.664971,297.956900,353.795900
7.9179,-0.884373,-0.011737,0.466633,0.672470,297.818100,353.967300
7.9350,-0.885231,-0.011926,0.464999,0.683302,297.712300,353.995300
7.9514,-0.885334,-0.012655,0.464783,0.725072,297.698600,353.953000
7.9615,-0.885667,-0.013026,0.464138,0.746380,297.657000,353.950000
7.9768,-0.883648,-0.012900,0.467974,0.739131,297.905400,354.090100
7.9909,-0.883636,-0.013084,0.467992,0.749666,297.906700,354.235200
8.0037,-0.883071,-0.013707,0.469040,0.785400,297.974900,354.403400
8.0184,-0.882112,-0.015182,0.470795,0.869920,298.089400,354.347300
8.0325,-0.881809,-0.016312,0.471324,0.934622,298.124400,354.309000
8.0438,-0.879851,-0.017776,0.474917,1.018571,298.358800,354.127100
8.0569,-0.878374,-0.019049,0.477594,1.091467,298.534000,354.022300
8.0711,-0.876324,-0.021041,0.481262,1.205642,298.774800,353.846600
8.0849,-0.874384,-0.023298,0.484675,1.334998,298.999800,353.642900
8.0990,-0.869478,-0.029155,0.493110,1.670694,299.559000,353.109900
8.1139,-0.863378,-0.034994,0.503342,2.005420,300.241800,352.566200
8.1269,-0.854626,-0.040922,0.517629,2.345339,301.202400,352.042900
8.1420,-0.842519,-0.048120,0.536513,2.758151,302.488800,351.280600
8.1556,-0.826450,-0.056415,0.560176,3.234086,304.129800,350.341200
8.1682,-0.813627,-0.063072,0.577955,3.616143,305.387900,349.706500
8.1838,-0.789638,-0.076568,0.608777,4.391344,307.630700,348.963700
8.2020,-0.773205,-0.085295,0.628394,4.893000,309.101300,348.499500
8.2136,-0.748077,-0.097877,0.656355,5.616948,311.263400,348.118100
8.2258,-0.725484,-0.109881,0.679410,6.308480,313.121600,348.006200
8.2419,-0.707133,-0.119315,0.696941,6.852558,314.584100,347.900900
8.2549,-0.687178,-0.128753,0.714989,7.397532,316.136300,348.550400
8.2694,-0.673396,-0.141276,0.725658,8.121671,317.139300,349.089900
8.2837,-0.661848,-0.153064,0.733845,8.804523,317.953000,349.272900
8.2938,-0.648851,-0.165388,0.742724,9.519776,318.859200,349.168700
8.3069,-0.633049,-0.178804,0.753179,10.300110,319.952900,349.045900
8.3216,-0.615614,-0.197581,0.762877,11.395530,321.097700,348.767600
8.3363,-0.597792,-0.215541,0.772131,12.447250,322.252600,348.649000
8.3507,-0.580630,-0.230230,0.780938,13.310590,323.369100,348.541700
8.3645,-0.562777,-0.243274,0.790000,14.079880,324.534900,348.521200
8.3770,-0.548248,-0.261339,0.794434,15.149500,325.390000,348.088700
8.3964,-0.531678,-0.277299,0.800265,16.099040,326.400800,347.734400
8.4081,-0.513964,-0.297785,0.804466,17.324610,327.425900,347.283300
8.4197,-0.495566,-0.318322,0.808137,18.561490,328.482500,346.902700
8.4340,-0.476089,-0.339470,0.811233,19.844600,329.592600,346.555800
8.4498,-0.453491,-0.360538,0.815082,21.133210,330.909500,346.390800
8.4646,-0.431617,-0.379493,0.818348,22.302250,332.191700,346.347700
8.4774,-0.409613,-0.396535,0.821570,23.361740,333.500400,346.560300
8.4907,-0.388408,-0.410323,0.825090,24.225140,334.791400,347.219200
8.5038,-0.367158,-0.424999,0.827388,25.150590,336.070500,347.637500
8.5174,-0.345789,-0.439491,0.829022,26.071430,337.358700,348.124800
8.5322,-0.322887,-0.453635,0.830638,26.977120,338.757800,348.905100
8.5444,-0.300240,-0.469960,0.830056,28.031680,340.114400,349.374200
8.5568,-0.282632,-0.477363,0.832012,28.513300,341.237500,349.169900
8.5715,-0.264665,-0.485146,0.833419,29.022000,342.382000,349.086200
8.5872,-0.252201,-0.489709,0.834614,29.321460,343.186400,349.002000
8.6004,-0.236767,-0.496288,0.835249,29.754690,344.173600,349.118700
8.6135,-0.228305,-0.502345,0.833983,30.155240,344.690200,349.180400
8.6251,-0.210975,-0.512091,0.832618,30.803220,345.781200,349.398400
8.6392,-0.207940,-0.518914,0.829150,31.259440,345.921400,349.125700
8.6536,-0.200050,-0.527651,0.825569,31.846890,346.378800,348.888000
8.6672,-0.196220,-0.531990,0.823702,32.140000,346.600900,348.522900
8.6810,-0.192175,-0.533370,0.823763,32.233440,346.868400,348.306100
8.6956,-0.187091,-0.536174,0.823112,32.423580,347.194400,348.208300
8.7071,-0.179354,-0.541200,0.821544,32.765350,347.684800,348.134600
8.7219,-0.175755,-0.544905,0.819871,33.018190,347.900700,347.803800
8.7366,-0.170124,-0.552240,0.816143,33.520810,348.225400,347.548200
8.7521,-0.167445,-0.561099,0.810636,34.131840,348.329100,347.332800
8.7658,-0.162188,-0.569290,0.805980,34.700730,348.622300,347.268400
8.7827,-0.158442,-0.577345,0.800980,35.264020,348.810700,347.255500
8.7931,-0.153157,-0.584569,0.796757,35.772540,349.119000,347.253800
8.8053,-0.146741,-0.592104,0.792389,36.306440,349.508400,347.239900
8.8200,-0.139812,-0.598965,0.788475,36.795830,349.944900,347.184300
8.8346,-0.132656,-0.605490,0.784720,37.264080,350.405000,347.151200
8.8507,-0.125259,-0.611625,0.781169,37.707070,350.890300,347.175500
8.8646,-0.117784,-0.615603,0.779205,37.995710,351.404300,347.202400
8.8746,-0.111276,-0.613398,0.781896,37.835580,351.900300,347.325200
8.8888,-0.105304,-0.610994,0.784601,37.661380,352.355800,347.594300
8.9023,-0.098951,-0.608472,0.787383,37.479060,352.837100,347.883000
8.9176,-0.093502,-0.607594,0.788725,37.415730,353.239200,348.038900
8.9315,-0.089287,-0.607630,0.789185,37.418340,353.545100,348.132800
8.9466,-0.086625,-0.607034,0.789940,37.375380,353.742000,348.160100
8.9574,-0.086237,-0.604702,0.791769,37.207430,353.784100,348.097900
8.9719,-0.085601,-0.602064,0.793846,37.017830,353.845600,348.124500
8.9858,-0.087104,-0.597786,0.796910,36.711460,353.762200,348.198500
9.0006,-0.085535,-0.594804,0.799307,36.498660,353.891900,348.271400
9.0155,-0.083449,-0.590785,0.802502,36.212730,354.063400,348.384600
9.0289,-0.081967,-0.587927,0.804750,36.010070,354.184300,348.369100
9.0417,-0.081331,-0.584818,0.807077,35.790120,354.245600,348.295800
9.0562,-0.082141,-0.582195,0.808890,35.605050,354.201600,348.174300
9.0697,-0.081285,-0.578916,0.811325,35.374360,354.278700,348.168200
9.0862,-0.076814,-0.570093,0.817981,34.756720,354.635300,348.754000
9.0999,-0.070702,-0.564359,0.822497,34.357770,355.086900,349.307300
9.1122,-0.065565,-0.559355,0.826332,34.011180,355.463400,349.696200
9.1254,-0.057625,-0.553318,0.830974,33.594970,356.033100,350.204500
9.1385,-0.052350,-0.549572,0.833805,33.337650,356.407500,350.337800
9.1521,-0.048210,-0.545030,0.837030,33.026700,356.703600,350.413000
9.1689,-0.043627,-0.539695,0.840730,32.662860,357.029500,350.572800
9.1827,-0.035694,-0.533923,0.844779,32.270900,357.580500,351.119100
9.1957,-0.029885,-0.528793,0.848225,31.923930,357.982200,351.471000
9.2085,-0.023528,-0.523244,0.851858,31.550130,358.417900,351.856500
9.2238,-0.018022,-0.518331,0.854990,31.220340,358.792500,352.257900
9.2378,-0.013301,-0.513441,0.858022,30.893330,359.111900,352.595400
9.2527,-0.008385,-0.505597,0.862729,30.370970,359.443100,352.909800
9.2672,-0.002571,-0.496366,0.868109,29.759890,359.830300,353.324800
9.2782,0.003650,-0.487459,0.873138,29.173700,0.239492,353.776600
9.2917,0.009620,-0.478408,0.878085,28.581480,0.627706,354.314800
9.3044,0.014553,-0.466584,0.884357,27.812770,0.942794,354.789600
9.3195,0.019849,-0.455750,0.889887,27.113180,1.277746,355.224400
9.3352,0.024577,-0.443653,0.895862,26.337170,1.571445,355.683800
9.3486,0.029756,-0.430221,0.902233,25.481580,1.888961,356.202200
9.3622,0.036192,-0.418271,0.907601,24.725480,2.283561,356.795600
9.3742,0.043000,-0.405954,0.912882,23.950890,2.696873,357.485600
9.3885,0.049696,-0.388201,0.920234,22.842620,3.091159,357.931800
9.4028,0.053616,-0.373245,0.926182,21.915910,3.313127,358.401500
9.4166,0.058219,-0.362157,0.930297,21.232710,3.580966,359.057600
9.4315,0.063518,-0.350389,0.934448,20.511110,3.888619,359.658200
9.4458,0.067978,-0.341440,0.937442,19.964640,4.147501,0.224976
9.4587,0.072323,-0.329732,0.941300,19.252490,4.393565,0.650122
9.4737,0.076822,-0.317003,0.945308,18.481790,4.646049,1.094706
9.4865,0.080745,-0.302711,0.949656,17.620490,4.859929,1.687748
9.5024,0.083959,-0.289651,0.953443,16.837040,5.032425,2.249822
9.5156,0.086790,-0.279178,0.956309,16.211170,5.185662,2.920565
9.5291,0.089882,-0.267815,0.959269,15.534260,5.352925,3.425576
9.5426,0.091540,-0.258010,0.961796,14.952010,5.436786,3.853811
9.5581,0.094540,-0.246177,0.964603,14.251420,5.597615,4.342464
9.5739,0.095049,-0.235808,0.967140,13.639240,5.612891,4.763223
9.5863,0.095535,-0.228407,0.968867,13.203330,5.631456,5.256317
9.5998,0.096925,-0.217744,0.971181,12.576580,5.699289,5.545094
9.6120,0.097239,-0.207786,0.973329,11.992660,5.705127,5.868992
9.6258,0.098751,-0.197131,0.975391,11.369240,5.781072,6.231526
9.6386,0.100301,-0.187101,0.977207,10.783620,5.860363,6.675081
9.6531,0.101655,-0.177886,0.978786,10.246670,5.929366,7.159602
9.6693,0.102290,-0.167401,0.980568,9.636745,5.955395,7.588982
9.6815,0.102792,-0.156981,0.982238,9.031713,5.974279,8.123934
9.6981,0.104856,-0.145725,0.983753,8.379269,6.084069,8.585606
9.7070,0.107456,-0.134758,0.985035,7.744612,6.225672,9.044058
9.7207,0.110087,-0.125360,0.985985,7.201560,6.370814,9.461260
9.7363,0.113552,-0.116967,0.986623,6.717089,6.565379,9.856524
9.7504,0.115456,-0.108154,0.987407,6.208912,6.669219,10.220260
9.7651,0.117127,-0.099470,0.988123,5.708662,6.759982,10.641160
9.7786,0.121195,-0.094748,0.988097,5.436805,6.992672,11.101840
9.7912,0.126713,-0.088044,0.988024,5.051096,7.308213,11.341770
9.8059,0.133910,-0.081007,0.987677,4.646437,7.721130,11.639190
9.8233,0.143782,-0.072950,0.986917,4.183450,8.289015,11.950490
9.8359,0.153533,-0.065571,0.985966,3.759659,8.850914,12.396590
9.8494,0.161139,-0.058726,0.985183,3.366708,9.289190,12.838680
9.8631,0.164952,-0.053370,0.984857,3.059331,9.508106,13.054750
9.8752,0.166854,-0.049261,0.984750,2.823575,9.616729,13.221910
9.8890,0.168211,-0.046976,0.984631,2.692489,9.694625,13.138500
9.9027,0.171600,-0.044403,0.984166,2.544967,9.890682,13.192200
9.9184,0.175443,-0.040524,0.983655,2.322515,10.112850,13.323120
9.9325,0.178054,-0.039997,0.983207,2.292281,10.264760,13.299110
9.9463,0.180585,-0.035694,0.982912,2.045571,10.410550,13.418130
9.9581,0.183341,-0.032242,0.982521,1.847648,10.569960,13.570670
9.9737,0.185687,-0.026885,0.982241,1.540600,10.705110,13.670560
9.9856,0.188671,-0.021193,0.981812,1.214360,10.877680,13.792620
10.0031,0.191303,-0.013877,0.981433,0.795090,11.029910,14.092540
10.0159,0.194166,-0.007579,0.980939,0.434235,11.196320,14.304910
10.0299,0.196577,-0.002615,0.980485,0.149828,11.336890,14.581830
10.0422,0.201360,0.000042,0.979517,-0.002418,11.616530,14.842110
10.0558,0.207259,0.001459,0.978285,359.916400,11.961780,15.068020
10.0696,0.215491,0.000065,0.976506,-0.003710,12.444320,15.475460
10.0859,0.221172,0.001440,0.975234,359.917500,12.777880,15.634930
10.1000,0.227009,0.003892,0.973885,359.777000,13.121140,15.805070
10.1137,0.231373,0.005132,0.972852,359.706000,13.378090,16.272690
10.1268,0.234070,0.012437,0.972140,359.287400,13.537840,16.461620
10.1383,0.236844,0.017198,0.971396,359.014600,13.702390,16.624080
10.1529,0.239592,0.021055,0.970645,358.793500,13.865570,16.864760
10.1685,0.241886,0.026903,0.969932,358.458400,14.003080,16.945760
10.1814,0.245008,0.030334,0.969047,358.261700,14.188950,16.968890
10.1957,0.248110,0.033008,0.968169,358.108400,14.373690,17.119040
10.2080,0.249975,0.034000,0.967655,358.051600,14.484560,17.269240
10.2223,0.250881,0.037127,0.967306,357.872300,14.539920,17.236410
10.2369,0.252200,0.039405,0.966873,357.741700,14.619330,17.279770
10.2522,0.253580,0.043229,0.966348,357.522400,14.703490,17.254980
10.2675,0.254852,0.046479,0.965863,357.336000,14.781140,17.260840
10.2798,0.256097,0.048896,0.965414,357.197400,14.856770,17.317280
10.2915,0.257336,0.051369,0.964956,357.055500,14.932220,17.425730
10.3063,0.257536,0.055769,0.964658,356.803000,14.947700,17.511130
10.3212,0.256911,0.060726,0.964525,356.518500,14.914980,17.513160
10.3357,0.257030,0.063609,0.964308,356.353000,14.924820,17.510700
10.3512,0.256954,0.065481,0.964203,356.245500,14.922150,17.490140
10.3663,0.257465,0.066358,0.964006,356.195200,14.953430,17.423420
10.3820,0.257597,0.068655,0.963810,356.063300,14.963630,17.374160
10.4042,0.259454,0.070938,0.963147,355.932100,15.076520,17.311980
10.4232,0.266004,0.071509,0.961316,355.899400,15.467220,17.279950
10.4419,0.275929,0.076604,0.958121,355.606600,16.065850,17.247240
10.4539,0.279072,0.074386,0.957385,355.734100,16.251070,17.193600
10.4699,0.292589,0.075379,0.953263,355.677000,17.063050,16.976040
10.4845,0.296430,0.073973,0.952186,355.757800,17.292180,16.903260
10.5030,0.310382,0.067217,0.948233,356.145900,18.124630,16.658250
10.5165,0.327018,0.065816,0.942723,356.226300,19.130980,16.437260
10.5297,0.330429,0.065662,0.941544,356.235200,19.338190,16.452440
10.5444,0.337409,0.065830,0.939054,356.225500,19.763730,16.470320
10.5572,0.342582,0.067341,0.937071,356.138700,20.081800,16.378330
10.5710,0.341456,0.068474,0.937400,356.073700,20.014570,16.343700
10.5861,0.346057,0.069717,0.935620,356.002300,20.297870,16.206780
10.5998,0.350550,0.066912,0.934151,356.163400,20.569140,15.966840
10.6115,0.356126,0.061168,0.932434,356.493100,20.903450,15.795570
10.6245,0.362279,0.058113,0.930256,356.668500,21.277950,15.606650
10.6378,0.367755,0.058371,0.928089,356.653700,21.615960,15.472510
10.6517,0.371718,0.060126,0.926397,356.553000,21.863200,15.525890
10.6676,0.375261,0.061093,0.924904,356.497400,22.083860,15.582130
10.6808,0.378262,0.062410,0.923592,356.421800,22.271830,15.634500
10.6946,0.381271,0.063395,0.922287,356.365300,22.460050,15.623800
10.7062,0.382013,0.063708,0.921958,356.347300,22.506640,15.530880
10.7197,0.383315,0.063001,0.921467,356.387900,22.586500,15.416580
10.7327,0.385475,0.062633,0.920590,356.409000,22.720330,15.333380
10.7470,0.387299,0.061966,0.919870,356.447300,22.832860,15.273370
10.7622,0.388107,0.062060,0.919522,356.441900,22.883380,15.205600
10.7743,0.388498,0.061643,0.919386,356.465900,22.907080,15.219240
10.7886,0.389066,0.062151,0.919111,356.436700,22.943260,15.203230
10.8029,0.389658,0.062019,0.918869,356.444300,22.979950,15.163190
10.8170,0.388693,0.061750,0.919296,356.459700,22.919440,15.056490
10.8319,0.388568,0.063339,0.919241,356.368500,22.914040,15.023110
10.8476,0.386311,0.074657,0.919342,355.718500,22.792330,15.209430
10.8600,0.384598,0.083930,0.919261,355.185500,22.703330,15.316400
10.8728,0.380650,0.095334,0.919792,354.529500,22.481900,15.191880
10.8865,0.379088,0.098965,0.920053,354.320400,22.393070,15.058450
10.9003,0.377819,0.098802,0.920593,354.329800,22.313680,14.875240
10.9153,0.376775,0.094418,0.921481,354.582200,22.238650,14.693530
10.9306,0.375611,0.089324,0.922463,354.875300,22.155280,14.597860
10.9441,0.374313,0.081057,0.923753,355.350700,22.058200,14.550670
10.9559,0.375003,0.070799,0.924316,355.940100,22.082830,14.570800
10.9707,0.374716,0.063582,0.924957,356.354600,22.053720,14.472430
10.9851,0.373970,0.057856,0.925634,356.683300,21.999460,14.326810
10.9974,0.372645,0.053164,0.926450,356.952500,21.911420,14.202690
11.0133,0.370392,0.049824,0.927538,357.144100,21.768210,14.069120
11.0269,0.368647,0.052556,0.928083,356.987400,21.663630,13.840820
11.0403,0.364191,0.054680,0.929718,356.865500,21.391370,13.686490
11.0543,0.361063,0.054676,0.930937,356.865800,21.198710,13.607360
11.0674,0.353880,0.058254,0.933475,356.660400,20.761700,13.646240
11.0813,0.348969,0.060769,0.935162,356.516100,20.463770,13.623670
11.0974,0.343659,0.060895,0.937118,356.508800,20.138950,13.576710
11.1105,0.337840,0.059039,0.939350,356.615300,19.781260,13.584040
11.1252,0.332531,0.059003,0.941245,356.617400,19.457750,13.618980
11.1378,0.327695,0.059678,0.942897,356.578700,19.164400,13.676560
11.1509,0.321063,0.062118,0.945018,356.438600,18.764830,13.653960
11.1645,0.318000,0.061734,0.946079,356.460600,18.578750,13.595570
11.1794,0.311940,0.058631,0.948291,356.638800,18.208620,13.363840
11.1938,0.304995,0.055557,0.950732,356.815200,17.786240,13.177980
11.2056,0.296976,0.055871,0.953249,356.797100,17.303930,13.060860
11.2207,0.288483,0.057600,0.955751,356.697900,16.795840,13.066790
11.2339,0.281592,0.057917,0.957785,356.679700,16.383500,12.986900
11.2482,0.272987,0.056519,0.960356,356.759900,15.868100,12.946400
11.2674,0.265215,0.055712,0.962578,356.806300,15.404260,12.904440
11.2784,0.257256,0.057315,0.964642,356.714300,14.932440,12.888480
11.2913,0.250053,0.056806,0.966564,356.743500,14.504610,12.806510
11.3060,0.243637,0.055079,0.968301,356.842600,14.123200,12.719870
11.3180,0.236589,0.053295,0.970147,356.945000,13.705190,12.622280
11.3323,0.229456,0.053912,0.971825,356.909500,13.284730,12.508160
11.3439,0.222795,0.054073,0.973365,356.900300,12.892440,12.356010
11.3638,0.215961,0.053771,0.974920,356.917700,12.490260,12.263690
11.3950,0.212108,0.048101,0.976062,357.243000,12.260350,12.205580
11.4169,0.205894,0.046009,0.977492,357.362900,11.894630,11.995480
